features,likelihoods,n_points,overlap,range_lik,e_tau,has_mean,has_range
day: range; night: mean,mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,6.560261282902392,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=beta,12,0.5,beta,2.1002031069319123,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=beta_constrained,12,0.0,beta_constrained,7.029686240858934,True,True
day: range; night: mean,mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.173108604159353,True,True
"night: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.476383561308187,True,True
day: range; night: mean,mean=skew_normal; range=beta,12,0.5,beta,6.859542822655914,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,2.210313466639119,True,True
day: mean; night: range,mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.357984379365552,True,True
daily: range; day: mean; night: mean,mean=student_t; range=beta_constrained,12,0.0,beta_constrained,7.027944645720727,True,True
"day: mean, range",mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,4.738654278930326,True,True
"daily: mean; night: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.456812501397206,True,True
"day: mean, range; night: mean",mean=student_t; range=beta,24,0.5,beta,5.621180587595208,True,True
"daily: mean; night: mean, range",mean=student_t; range=beta,12,0.5,beta,2.0000608318987774,True,True
"day: mean, range",mean=skew_normal; range=beta,12,0.5,beta,4.391170228354244,True,True
day: range; night: mean,mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,6.321230123465034,True,True
"day: mean, range; night: mean",mean=student_t; range=beta_constrained,24,0.5,beta_constrained,5.51135616813613,True,True
daily: range; day: mean,mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,3.992876150404391,True,True
"day: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.0,interval_inflated_beta,6.182501760892548,True,True
daily: mean; day: mean; night: range,mean=student_t; range=beta,12,0.5,beta,2.168226118447776,True,True
"day: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,4.982073913534245,True,True
daily: mean; day: mean; night: range,mean=student_t; range=beta_constrained,12,0.5,beta_constrained,2.1233064192766267,True,True
daily: mean; day: mean; night: range,mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.238522154181095,True,True
day: range; night: mean,mean=student_t; range=beta,12,0.25,beta,5.7409599928827095,True,True
daily: range; day: mean,mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,4.527640704109645,True,True
day: mean; night: range,mean=student_t; range=interval_inflated_beta,24,0.25,interval_inflated_beta,5.43470254317654,True,True
daily: range; night: mean,mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,3.8118690075641184,True,True
day: range; night: mean,mean=skew_normal; range=beta,12,0.25,beta,6.752966554324846,True,True
"day: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,4.48358067253214,True,True
day: range; night: mean,mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,6.575433374537454,True,True
"daily: mean; night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.0746478109146893,True,True
"day: mean, range; night: mean",mean=skew_normal; range=zero_inflated_beta,24,0.5,zero_inflated_beta,6.177078028424925,True,True
"night: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.0,interval_inflated_beta,5.059831079235661,True,True
day: mean; night: range,mean=skew_normal; range=interval_inflated_beta,24,0.25,interval_inflated_beta,5.238853075380874,True,True
"day: mean, range",mean=student_t; range=beta,12,0.5,beta,4.299441521362213,True,True
"day: mean, range",mean=student_t; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.062001536613876,True,True
"day: mean; night: mean, range",mean=skew_normal; range=interval_inflated_beta,24,0.25,interval_inflated_beta,5.1737668796754575,True,True
daily: mean; day: mean; night: range,mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.3959011452254115,True,True
"day: mean, range; night: mean",mean=student_t; range=zero_inflated_beta,24,0.5,zero_inflated_beta,6.098118652399302,True,True
daily: range; night: mean,mean=student_t; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.026808981735279,True,True
"day: mean; night: mean, range",mean=student_t; range=interval_inflated_beta,24,0.25,interval_inflated_beta,5.1296087153167145,True,True
"day: mean, range",mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,4.614981935139308,True,True
day: range; night: mean,mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,7.027706062414579,True,True
daily: range; day: mean,mean=student_t; range=interval_inflated_beta,12,0.5,interval_inflated_beta,4.976925663125361,True,True
day: range; night: mean,mean=student_t; range=beta_constrained,12,0.0,beta_constrained,4.770897149775587,True,True
day: range; night: mean,mean=student_t; range=beta,12,0.0,beta,4.701566101686086,True,True
day: mean; night: range,mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,4.352531790701551,True,True
day: range; night: mean,mean=skew_normal; range=beta,12,0.0,beta,5.08968046695584,True,True
day: mean; night: range,mean=skew_normal; range=beta,12,0.25,beta,4.1257062114642045,True,True
day: range; night: mean,mean=skew_normal; range=beta_constrained,12,0.0,beta_constrained,4.502580271404186,True,True
day: mean; night: range,mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,4.557674645584517,True,True
day: range; night: mean,mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.553791808606071,True,True
day: mean; night: range,mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,4.348826732970116,True,True
day: mean; night: range,mean=skew_normal; range=beta_constrained,12,0.0,beta_constrained,5.934166110244822,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta,24,0.25,beta,5.559148101549463,True,True
day: mean; night: range,mean=student_t; range=beta,24,0.25,beta,4.61082065702481,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta_constrained,24,0.25,beta_constrained,5.278508201672086,True,True
day: mean; night: range,mean=student_t; range=beta_constrained,12,0.25,beta_constrained,4.150477234122997,True,True
day: mean; night: range,mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,4.980333265010184,True,True
day: mean; night: range,mean=student_t; range=beta_constrained,24,0.25,beta_constrained,4.630783755223486,True,True
day: mean; night: range,mean=student_t; range=beta,12,0.25,beta,4.485847377037262,True,True
"day: mean; night: mean, range",mean=student_t; range=beta_constrained,24,0.25,beta_constrained,5.278750161808695,True,True
day: mean; night: range,mean=skew_normal; range=beta,12,0.0,beta,6.137204317074603,True,True
"day: mean; night: mean, range",mean=student_t; range=beta,24,0.25,beta,4.091505910663457,True,True
day: mean; night: range,mean=skew_normal; range=beta,24,0.25,beta,5.231941978014495,True,True
day: mean; night: range,mean=student_t; range=beta_constrained,12,0.0,beta_constrained,6.105106588091477,True,True
day: mean; night: range,mean=skew_normal; range=interval_inflated_beta,12,0.0,interval_inflated_beta,4.510918176406872,True,True
day: mean; night: range,mean=skew_normal; range=beta_constrained,24,0.25,beta_constrained,4.453369371502683,True,True
day: mean; night: range,mean=skew_normal; range=beta,24,0.5,beta,2.850382258961509,True,True
day: mean; night: range,mean=skew_normal; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.002034366939219,True,True
"day: mean; night: mean, range",mean=student_t; range=zero_inflated_beta,24,0.25,zero_inflated_beta,2.655268530447622,True,True
"night: mean, range",mean=skew_normal; range=beta,12,0.5,beta,2.0094996744946148,True,True
day: range; night: mean,mean=skew_normal; range=zero_inflated_beta,12,0.0,zero_inflated_beta,5.145828184468919,True,True
"day: mean; night: mean, range",mean=skew_normal; range=zero_inflated_beta,24,0.25,zero_inflated_beta,6.2856632153153615,True,True
"day: mean, range",mean=skew_normal; range=beta_constrained,12,0.0,beta_constrained,6.039264209106749,True,True
day: mean; night: range,mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.109240318969237,True,True
day: mean; night: range,mean=skew_normal; range=interval_inflated_beta,24,0.5,interval_inflated_beta,4.081053228173692,True,True
day: mean; night: range,mean=skew_normal; range=zero_inflated_beta,24,0.5,zero_inflated_beta,2.663846504249781,True,True
"night: mean, range",mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,2.612553026078899,True,True
day: mean; night: range,mean=student_t; range=beta,24,0.5,beta,2.8400373367683778,True,True
day: mean; night: range,mean=skew_normal; range=zero_inflated_beta,24,0.25,zero_inflated_beta,6.817064656613662,True,True
day: mean; night: range,mean=student_t; range=zero_inflated_beta,24,0.25,zero_inflated_beta,4.38729663419464,True,True
"day: mean, range",mean=skew_normal; range=beta,12,0.0,beta,5.615490628290085,True,True
day: mean; night: range,mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,2.047381449093053,True,True
day: mean; night: range,mean=skew_normal; range=beta,12,0.5,beta,2.1285652312312022,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,6.025934148362928,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.605043898293735,True,True
"night: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.293067680685677,True,True
day: mean; night: range,mean=student_t; range=zero_inflated_beta,24,0.5,zero_inflated_beta,2.5786519742041625,True,True
"day: mean, range",mean=student_t; range=beta_constrained,12,0.0,beta_constrained,5.71971510001207,True,True
"night: mean, range",mean=student_t; range=beta,12,0.25,beta,4.122680860910242,True,True
"day: mean, range",mean=student_t; range=beta,12,0.0,beta,5.19918973625214,True,True
day: mean; night: range,mean=student_t; range=interval_inflated_beta,24,0.5,interval_inflated_beta,3.8199504494525,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=beta,12,0.25,beta,6.146944506119686,True,True
day: mean; night: range,mean=student_t; range=beta,12,0.5,beta,2.1156940955164263,True,True
"night: mean, range",mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,6.174877784949718,True,True
"night: mean, range",mean=student_t; range=beta_constrained,12,0.5,beta_constrained,2.1449368820597416,True,True
daily: range; day: mean; night: mean,mean=student_t; range=beta_constrained,12,0.25,beta_constrained,5.666773139187345,True,True
day: mean; night: range,mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.0019817890596494,True,True
"day: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.28863661239587,True,True
"night: mean, range",mean=skew_normal; range=beta,12,0.25,beta,5.292188896111569,True,True
daily: range; day: mean; night: mean,mean=student_t; range=beta,12,0.25,beta,5.762875370273093,True,True
daily: range; day: mean; night: mean,mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,4.59174626962545,True,True
"night: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,6.484759071391389,True,True
"night: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,5.495518969241226,True,True
"day: mean, range",mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.411289816801331,True,True
"night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.1140893357098194,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,6.116831565910788,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta_constrained,24,0.5,beta_constrained,2.531799481134553,True,True
day: mean; night: range,mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.2314714723199955,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta,24,0.5,beta,2.520597752484159,True,True
"day: mean, range; night: mean",mean=skew_normal; range=interval_inflated_beta,12,0.0,interval_inflated_beta,6.120417817883743,True,True
daily: range; day: mean; night: mean,mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,5.744131000041508,True,True
"day: mean; night: mean, range",mean=skew_normal; range=zero_inflated_beta,24,0.5,zero_inflated_beta,2.8689020091646307,True,True
"day: mean; night: mean, range",mean=skew_normal; range=interval_inflated_beta,24,0.5,interval_inflated_beta,4.1576283069132,True,True
"day: mean; night: mean, range",mean=student_t; range=beta,24,0.5,beta,2.714667704389636,True,True
"day: mean; night: mean, range",mean=student_t; range=beta_constrained,24,0.5,beta_constrained,2.367447847189726,True,True
"day: mean, range; night: mean",mean=student_t; range=interval_inflated_beta,12,0.0,interval_inflated_beta,5.629892713521402,True,True
"day: mean; night: mean, range",mean=student_t; range=interval_inflated_beta,24,0.5,interval_inflated_beta,3.710740046161544,True,True
"day: mean, range; night: mean",mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,6.230884358253334,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta_constrained,12,0.0,beta_constrained,5.98710365510937,True,True
"day: mean, range; night: mean",mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,6.157488943854244,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta,12,0.0,beta,6.3106633861212975,True,True
"day: mean, range; night: mean",mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.389562943800822,True,True
"day: mean, range; night: mean",mean=skew_normal; range=beta,12,0.25,beta,6.24430609627508,True,True
"day: mean; night: mean, range",mean=student_t; range=beta,12,0.0,beta,6.199467436230315,True,True
"day: mean, range; night: mean",mean=student_t; range=beta,12,0.25,beta,5.58344850431283,True,True
"day: mean; night: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.0,interval_inflated_beta,5.071704081382348,True,True
"day: mean; night: mean, range",mean=student_t; range=interval_inflated_beta,12,0.0,interval_inflated_beta,4.68839681879143,True,True
"day: mean; night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.128045853730043,True,True
"day: mean; night: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.144717050913226,True,True
"day: mean, range; night: mean",mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,6.1275224638367245,True,True
"day: mean, range; night: mean",mean=student_t; range=beta_constrained,12,0.25,beta_constrained,5.324642840821493,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,4.654787803172425,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=beta,12,0.5,beta,5.364222307234154,True,True
"day: mean, range; night: mean",mean=skew_normal; range=beta_constrained,12,0.0,beta_constrained,4.994173866559446,True,True
"day: mean, range; night: mean",mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,5.65309175181126,True,True
"day: mean, range; night: mean",mean=skew_normal; range=beta,12,0.0,beta,5.064640128235464,True,True
"day: mean, range; night: mean",mean=student_t; range=beta_constrained,12,0.0,beta_constrained,5.211936705248636,True,True
"day: mean, range; night: mean",mean=student_t; range=beta,12,0.0,beta,4.321445241598384,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,5.418557383420493,True,True
"day: mean, range; night: mean",mean=student_t; range=zero_inflated_beta,12,0.0,zero_inflated_beta,6.06212403183242,True,True
"day: mean, range; night: mean",mean=skew_normal; range=zero_inflated_beta,12,0.0,zero_inflated_beta,5.692440136426044,True,True
"day: mean; night: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.4012292624830565,True,True
daily: range; day: mean; night: mean,mean=student_t; range=beta,12,0.5,beta,4.436503035949498,True,True
"day: mean, range; night: mean",mean=skew_normal; range=beta,12,0.5,beta,6.295223767218418,True,True
"day: mean, range; night: mean",mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,6.451732294870613,True,True
daily: range; day: mean; night: mean,mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.642778497903942,True,True
"day: mean, range; night: mean",mean=skew_normal; range=interval_inflated_beta,12,0.5,interval_inflated_beta,6.817531114593823,True,True
daily: range; day: mean; night: mean,mean=student_t; range=beta_constrained,12,0.5,beta_constrained,3.777646802827252,True,True
"day: mean, range; night: mean",mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,6.630093232060018,True,True
daily: range; day: mean; night: mean,mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,4.239856529411245,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta_constrained,12,0.25,beta_constrained,5.19295439942969,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta,12,0.25,beta,5.117425758593101,True,True
"day: mean, range; night: mean",mean=student_t; range=beta_constrained,12,0.5,beta_constrained,4.755866412901442,True,True
"day: mean, range; night: mean",mean=student_t; range=beta,12,0.5,beta,4.740217596631248,True,True
"day: mean; night: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.25,zero_inflated_beta,5.066885985613663,True,True
"day: mean; night: mean, range",mean=student_t; range=beta_constrained,12,0.25,beta_constrained,4.120041914493258,True,True
"day: mean; night: mean, range",mean=skew_normal; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.870249479287967,True,True
"day: mean; night: mean, range",mean=student_t; range=beta,12,0.25,beta,4.000184544788447,True,True
daily: range; day: mean; night: mean,mean=student_t; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.046263993818798,True,True
"day: mean; night: mean, range",mean=student_t; range=interval_inflated_beta,12,0.25,interval_inflated_beta,5.365960531661404,True,True
"day: mean, range; night: mean",mean=student_t; range=interval_inflated_beta,12,0.5,interval_inflated_beta,5.70857286735272,True,True
"day: mean; night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.25,zero_inflated_beta,4.338695410250343,True,True
"day: mean, range; night: mean",mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,5.323683602953763,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta,12,0.5,beta,2.014180762444622,True,True
"day: mean; night: mean, range",mean=skew_normal; range=beta_constrained,12,0.5,beta_constrained,2.014016950454861,True,True
"day: mean; night: mean, range",mean=skew_normal; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.116980979490636,True,True
"day: mean; night: mean, range",mean=student_t; range=beta,12,0.5,beta,2.0185386610933405,True,True
"day: mean; night: mean, range",mean=student_t; range=zero_inflated_beta,12,0.5,zero_inflated_beta,2.0287987007365564,True,True
